;2724
应用化工技术(电池制造技术);6203
护理学（蒙授理科）;2415
视觉传达设计专业（本科）;6153
哲学专业;9292
音乐表演;145
法律事务;414
艺术设计（景观建筑艺术设计）;7401
中國語言文學;9744
中英合作会计学专业(本科) ;1145
护理(涉外护理、助产士、普通护理方向);1939
艺术设计（设计管理）;2655
计算机多媒体技术（动漫）;679
朝鲜语（二批）;5620
市场营销(职业经理人、房地产营销方向);3349
化学工程与工艺专业（职教师资方向）;9236
法律事务专业（中小企业法务助理方向）;8256
行政管理专业（人力资源管理、城市管理与社会服务方向）;7211
应用英语（商务英语）（文理兼招）;4884
农业资源与环境;113
市场营销（市场营销管理）;7408
会计 (涉外 ACCA方向);5865
生物技术（生物制药，本科，理工类）;8438
会计专业---注册会计师;3479
现代企业管理（人力资源管理方向）;950
生物科学专业（师范，招收理工类考生）;9310
工商管理(物流与供应链管理方向)  ;5919
软件技术（云测试方向）;2509
旅游学院;1014
船舶工程技术【焊接技术方向】;5147
　　动漫设计与制作（建筑漫游）;5729
知识产权特色班;5470
旅游工艺品设计与制作;1877
劳教管理;5822
机械设计制造及其自动化（含专升本）;6009
采购管理;698
湘绣设计与工艺;7066
电子信息工程技术(汽车电子技术方向);8477
软件工程专;4898
生物制药（分子生物学——药物研制）（中外合作办学）;3979
食品工艺教育;4860
法学（金融法方向）;3674
法学;38
医疗电子工程 ;7636
电子信息工程（嵌入式方向）;8148
汉语言文学（新闻采编）;7380
商务英语（涉外英语）;7072
学前教育（师范）;567
小学教育(心理辅导)(专科起点);1090
环境科学（本科，理工类）;8416
应用心理学（人力资源开发与管理）;5943
物联网应用技术（轨道交通移动通信方向）;9631
五年制本科基础医学专业;540
金属材料工程;1487
汉语国际教育（International Education of C;8371
井下作业技术;3202
电气工程及其自动化专业（网络工程方向）;9253
工业分析与检验（岩矿方向）;2851
信息显示与光电技术;2572
文秘（经理助理）;711
汉语国际教育（师范类）;6350
家政学;1295
现代殡仪技术与管理;3287
园林（景观设计）;6507
工程造价（注册造价师方向）;7579
计算机网络技术专业（网络营销方向）;6787
会计学（ACCA）;6595
医学营养（专科）;1640
车辆工程 （英汉双语授课，学制4年）;2389
视觉传达设计、环境设计;5624
旅游管理（青旅班）;4396
公路运输与管理;1127
应用英语（师范教育）;7071
中医学（定向）;8839
王维舟少数民族创新人才班（金融学）;8795
建筑工程技术(建筑材料及检测) ;4188
文秘（中英文秘书、商务秘书）;7973
美国管理会计师协会授权上海立信会计学院为;3914
电气工程及其自动化（二批）;5604
酒店管理(高星级酒店管理方向);7026
图形图像制作(原计算机图形图像制作);5103
戏曲舞台设计;702
电厂热能动力装置(含核电方向);6196
软件工程（数字影视特效技术方向）;6037
  检测技术及应用;5815
新闻;1028
轨道交通信号与控制;2628
金融与证券（620105）;5343
网络工程（IT与金融管理）;7286
国土资源管理;4215
艺术设计（国画方向）;1883
法学（含法务会计方向）;4078
机械设计制造及其自动化（中德双元制学院）;6569
计算机科学与技术 (嵌入式培养);4042
汽车技术服务与营销（利星行汽车集团定向）;882
医药营销（药品营销）;2920
农业水利工程（学制4年）;2337
电子信息工程技术专业(中央财政支持的重点专业);3381
土木工程专业;1554
社会学专业（ Sociology Program ）;2948
地下工程与隧道工程技术;1417
软件技术（手机游戏开发方向）;1697
应用电子技术（新能源电子方向）;1917
信息安全专业 ;3539
统计学（本科）;7437
动画专业（本科）;6155
计算机多媒体技术(广告设计);8070
物流管理（口岸物流网络管理）;3807
市场营销（商务策划）;6838
市场开发与营销(院级精品专业、省专业评估优秀专业);7081
集成电路设计与集成系统;432
软件技术（软件开发与设计JAVA方向）;1909
工程测量（三年制，大专）;5150
应用电子技术（智能电子工程师）（院级示范专业）;4791
药品质量检测技术 ;2228
广告媒体开发;2894
人类学;4814
软件技术(电子商务软件应用与开发);7025
网络与新媒体（新媒体营销）;6859
数据管理专业;1001
鞋类设计与工艺;1743
应用电子技术（590202）;5306
材料化学（无机功能材料应用技术方向）;9203
计算机科学与技术（交通信息工程）;9419
影视表演（舞蹈方向）;2267
网络工程(网络与信息化方向) ;7244
食品营养与检测  ;9030
工商企业管理（人力资源管理）;790
（本科）管理学院专业介绍;8549
汉语言文学（秘书学方向）;5929
精算与金融工程;6999
日语（翻译）;7282
金融保险(外汇与外币方向);8505
工程测量技术;724
工程造价(注册造价师);4145
电子工程及其自动化;4924
法律事务(省级教改示范精品专业);4723
电子商务（院教改试点专业）;6619
农业资源与环境专业;8310
化学工程与工艺专业（辽阳校区）;2608
图形图像制作专业（广告设计方向）;3485
视觉传达设计专业（国际）;6376
计算机应用技术(服务外包);5888
电子信息科学与技术（物联网技术方向）;1473
机电一体化（数控设备管理与维护方向）;7995
动物药学;1502
药物制剂;1285
生物教育（师范）(专科) ;7456
会计学（中外合作办学）;385
壮医学;8209
印尼语专业 ;1328
测控技术与仪器（检测技术及仪器方向）;2019
环境艺术设计（室内装饰艺术设计）;7797
体育教育（师范类专业，含社会体育方向）;3991
计算机网络技术（省重点建设专业，文理兼招）;3214
旅游管理 [省级示范专业];1991
安全技术管理  ;734
法学（专升本）;6000
材料化学工程;989
各个专业详细信息请访问学院网站  www;5765
资源勘查工程（能源）;908
动物营养与饲料加工;4115
机械设计制造及其自动化(数控技术);4501
机电一体化技术【机电设备应用与管理】;6536
食品经济管理;3614
艺术设计(网络传播);490
汽车技术服务与营销（汽车检测与维修方向）;8113
旅游管理（HND项目酒店管理）;9178
环境艺术设计（景观设计方向）;6686
工程结构分析;19
【商务英语】（中招）;5044
制药设备管理与维护;8461
营销策划;8086
立信CMA精品课程;3913
劳动与社会保障专业（Labor and Social Security;2949
新闻学（国际新闻方向） Journalism（Internationa;8374
美术装潢设计;1663
服装与服饰设计（中德联合培养）;7113
临床工程技术（中日合作）;3756
电气自动化技术（专科）;5269
国际经济与贸易（本）;9261
工业企业管理;8601
工商企业管理（旅游服务与酒店管理）;8025
英语(商贸方向);8397
商务英语(船舶工程);4203
酒店服务与旅游专业;9172
建筑装饰设计技术;3403
七年制临床医学专业（儿科医学专业方向）;535
政治学与行政学（二批）;5581
汉语(中文);1067
法律文秘（司法文秘） ;843
公共事业管理(医疗保险);3982
物流组织与运作;5018
水产养殖学;292
会计（财务会计方向）;8041
生产过程自动化技术（计算机控制） ;4272
园林;287
农村行政管理;9130
宗教学;46
物流管理（企业物流方向）;7064
环境科学类(中外);2405
美术学（含书法方向）;5939
国际关系与安全;4426
材料成型与控制技术;1738
商务管理（会展策划与管理方向）;6617
汉语言文学(网络采编);7506
软件技术（软件工程师方向）;4790
数学与应用数学(基地);3953
电气信息类（中外）;259
飞行器制造工程;427
导弹工程;973
游戏软件（游戏开发工程师方向）;2513
英语（English）;8375
计算机网络技术（网络技术方向）;6972
机械制造工艺及设备;3587
城市地下空间工程;1300
数控技术（数控加工技术方向）;6935
日  语;2659
艺术设计（陈设与展示设计方向）;3133
汽车技术服务与营销(汽车鉴定与评估);7673
生物科学（师范）（本科）;7455
应用心理学（本科）;1585
护理学专业（全英预备班，四年制本科）   ;7184
电子信息;2400
生物制药技术专业;4689
园艺技术(国际班);9102
工业设计（产品设计）;643
新能源材料与器件专业（理科）;8916
雕塑艺术设计专业(装饰雕塑方向);1601
道路桥梁与渡河工程（桥梁工程）;9404
雕刻艺术与家具设计（木质雕刻家具方向）;2799
　　机电一体化技术;4748
应用化学（环境治理工程方向）;9198
国际经济与贸易（合作培养）;4647
视觉传达艺术设计（品牌设计） ;4131
工商管理(旅游管理) ;2648
钢琴;6256
勘察技术与工程;9174
朝鲜语言文学教育;3360
翻译（Translation and Interpretation）;8383
知识产权;1630
网络与新媒体;488
法学（经济法）;6609
水产养殖技术 ;4291
景观学;2998
食品药品监督管理（药品监管）;3765
预防医学（卫生事业管理方向）;5450
行政管理（警察管理）;4084
　　工程造价（四年制本科）;9650
日语（国际商务、旅游）;7137
工程管理专业;2763
动植物检疫（学制4年）;2384
商务与传播学院;3892
会计 (注册会计师方向);5864
烹饪工艺与营养（640202）;5334
心理学（二批）;5594
视觉传达设计（中外合作办学）;6025
新能源应用技术;1678
表演艺术（汽车模特方向）;795
计算机网络技术（网络工程师）;7759
税务（注册税务师方向）;1949
计算机科学与技术（信息技术科学学院）;1158
机电一体化技术（省重点建设专业，文理兼招）;3208
特殊教育（手语翻译方向）;4229
药学（医学院）;7181
施工与监理;8097
理学试验班;3568
数学教育（师范类）;2059
舞蹈表演教育;8823
教育技术学（教育信息技术）;9184
酒店管理（闽台）;4872
中草药栽培技术;3004
物理教育;1612
服装营销与管理;1744
工程造价（公路方向）;9488
建筑工程测量;6749
光伏发电技术及应用;3251
计算机科学与技术（计算机应用方向）专业;9281
应用日语(专科);1622
食品科学与工程（食品安全）;7492
会计学（会计与税务方向）;7560
油气储运工程（辽阳校区）;2595
应用统计学专业;1272
艺术设计专业(室内设计方向)省级特色专业;5797
景区开发与管理专业;2002
水利水电;5875
动漫设计与制作（专科二年）;6103
生物科学;71
旅游管理（旅游企业管理）;9338
学前教育（早教方向）;2062
核安全工程;6883
书法学专业;9301
教育学类(中外合作办学);2404
无线电技术;8951
医学检验技术（病理检验技术）;4512
工程造价（三本）;9372
学前教育（融合教育）;477
通信网络与设备（通信工程概预算方向）;8708
财务管理 ;3076
计算机应用技术（NIIT软件技术开发方向;869
新闻学（经济新闻）;4996
汽车指挥;1461
飞行器制造工艺;8692
新闻传播类（中外）;4063
材料物理（物理科学学院）;1209
旅游英语 ;8278
会计 ( 注册会计师方向 );3392
广告装潢设计;962
护理学专业;2668
导游与旅游管理;5422
数学与应用数学（金融数学与金融工程）;3992
工商管理（电子商务方向）;4901
生物技术应用;4222
汽车运用技术（汽车电子技术）;7910
汽车维修与驾驶;5413
会计(涉外会计);5694
服装与服饰设计（服装表演）;3541
酒店管理（喜达屋集团订单班）;3745
　　太阳能应用技术;5719
计算机辅助翻译;2898
软件技术（文理兼招）;3215
信息管理与信息系统（金融信息管理）;1108
大气科学类;6404
生物技术及应用专业;3482
涉外秘书与公共关系;6515
五年制临床医学整合课程班;4653
室内设计与技术（装饰技术方向）;6243
理财系;2099
艺术设计(环境艺术设计方向)  ;7263
信息安全技术;901
统计学(统计实务方向);9577
文化事业管理（会展管理方向）;8760
工业设计(信息传达设计方向);6444
金融;7800
工商企业管理（省级特色专业）;4784
计算机应用技术（数字影音制作、物联网）;892
智能监控技术;1686
计算机应用技术(财务软件方向);4319
汽车智能技术;4711
电子信息工程专业（理科）;8921
学前教育（职教师资方向）;9209
软件技术(可视化编程方向);7674
民航运输（通用航空综合航务管理）;1247
软件外包服务;2247
英语（应用翻译）;7414
护理（中韩）;4688
音乐表演（专科）;5277
金属材料工程(金属材料制备及模具方向);7230
金融保(险人寿保险方向);6716
产品造型;4667
化学工程与工业生物工程;168
土建类专业;2752
 国际经济与贸易;3079
光电子技术（理科）;6723
家具设计与制造（瑞森班）;9112
社会科学试验班;185
法学学士;3703
表演专业(空中乘务与空港管理方向);6020
矿物加工工程专业;5958
农业资源与环境（学制4年）;2351
武器;3929
非纺织材料与工程;6555
影视表演专业;8672
Oracle CRM方向课程设置;1140
动物营养与饲料科学;2979
自然地理与资源环境（二批）;5622
计算机信息管理（金融信息方向）;5743
电力系统及自动化技术;2498
交通工程（学制4年）;2365
艺术设计（室内外装饰）（三年制）;7816
会计学（本）;9264
工程测量;6735
建筑工程(建筑工程结构与施工方向、建筑工程装修与加固方向);754
艺术设计（平面设计方向、室内设计方向）;799
计算机网络技术(省级重点专业);3379
历史学;5
工商管理(物流管理方向);6028
金属材料与热处理技术 ;9035
计算机应用技术（专科二年）;6104
美术教育专业（三年制）;7850
艺术设计（室内艺术设计方向）;3036
印刷图文信息处理（数字媒体技术）;3777
会计与审计（审计方向）;8751
汉语言文学（创意写作）;9443
影视摄影与制作;1888
环境工程（福清校区）;4837
软件技术（JAVA工程师方向）;2510
计算机应用技术（服务外包）;2243
希腊语;3554
表演艺术专业;6753
社会体育（健美操、体育舞蹈）;6614
电子信息工程（汽车电子信息工程）;6572
园艺技术（中外合作办学） ;4284
德语专业;4572
护理专业（英语方向）;6192
导游（英语导游）;870
物流管理(采购供应管理);3849
农村区域发展;130
工商管理类(中外);2702
系统理论;2130
工业自动化仪表;1685
计算机网络技术（物联网）;2045
电气工程与技术;6736
计算机信息管理 （物流信息管理方向);4336
高速铁道技术（维修与养护方向）;3372
教育科学与管理;3916
会计学专业（本科）;6121
化学（精细化工）(本科);7471
信息安全技术【网络入侵与防范方向】;5135
电气工程及其自动化（输配电工程）;4016
经济学（数理经济学试验班）;9434
数控技术（设备升级改造）;3309
植物资源工程;6884
装潢艺术设计(【星艺装饰定向班】);8531
会计(天泽会计班);3350
软件工程（移动互联网应用开发）;9097
工程测量与监理;1711
旅游英语（高级酒店前厅与西餐厅经理方向）;3445
体育教育（师范类·本科·文理兼收）;8403
航海技术（海洋船舶驾驶）;3821
海洋科学专业;2768
装潢设计与工艺教育;6186
农学;282
音乐教育（学前艺术教育，师范）（专科）;7460
机械设计制造及其自动化 ;3075
警察管理】文理科;5030
工商企业管理（涉外企业管理方向）;6671
英语（经贸）;7508
汉语国际教育（本科）;7482
应用日语（计算机方向）;2859
自动化（自动控制与信息技术）;422
电气工程及其自动化（电力电子与电力传动）;3071
食品科学与工程（蜂学及蜂产品加工方向）;9267
英语（英韩双语）;6505
电气工程及其自动化（本科，理工类）;8451
经济学（金融学方向）;623
环境艺术设计 ;1815
船舶工程技术【船舶动力与装备技术方向】;5146
装潢艺术设计（中外合作办学）;3417
视觉传达（数字媒体艺术）;6863
俄语（中外合作）;5927
旅游管理（邮轮管理与服务）;8235
动物防疫检疫/英语;4118
临床;3926
秘书学专业（本科）;6129
金属矿开采技术;2744
物流工程 ;4674
软件工程（嵌入式培养）;4076
物联网工程（嵌入式培养）;4065
图书馆学;35
机电一体化技术专业（专科、含对口）;6167
会计学（专升本）;5997
计算机科学与技术(软件工程);8678
广告设计与制作（艺术类专业）;9695
铁道通信信号(轨道通信);4355
生态学专业;5475
客户服务与管理;5745
 数学与应用数学（物流系统建模与仿真方向）;9211
风能与动力技术;2928
行政管理(渔政与渔港监督管理)专业;2766
会计电算化（省级重点专业）;3186
应用电子技术（设备维修方向）;6707
电子信息工程;165
计算机应用技术（电子政务）;7846
物流管理（快递方向）;1378
物流管理（文理兼收）;5074
地雷爆破与障碍工程;4434
公共事业管理（艺术管理方向）;5662
动物防疫检疫;4117
生物技术及应用;752
道路桥梁工程技术专业;6784
连锁经营与管理;1793
车辆工程专业（汽车工程方向）;7596
银行与金融;2955
市场营销（福清校区）;4843
工业设备安装工程技术;2586
会计（含国外留学班）;1960
精密机械技术专业;9120
　　音乐学专业（音乐教育方向）;5526
交通运输（城市轨道交通运营管理）;3599
医学检验技术(专科);8930
计算机应用技术（网络及通讯方向）;7825
信息管理与信息系统（金融信息化）;4992
生物实验技术(农产品安全生产方向);766
护理（助产方向）;3806
印地语;104
　　　电气自动化技术（电梯工程技术方向）;9129
石油与天然气地质勘探技术;1446
会计电算化(注册会计师方向);3498
表演专业（服装表演与品牌推广方向）;663
药用植物;2983
软件工程(移动互联网应用与开发方向);7388
物联网工程专业（理科）;8880
会计学专业;2764
产品造型设计（人物形象设计与造型方向）;9001
物联网工程（本科，理工类）;8455
汽车运用技术;402
新闻学（国际新闻方向）;627
材料成型及其控制工程;5022
机械工程（高分子材料加工机械方向）（教育部卓越工程师教育培养计划）;5494
电子商务（连锁经营方向）;3424
钢琴与器乐;8929
知识产权法;2431
护理专业  （在重庆医科大学、四川省凉山卫生学校办学点招生）;8330
服装设计 (服装陈列展示与营销)专业;9075
卫生检验与检疫技术;2915
化学工程与工艺（煤化工方向）;2619
建筑施工技术;6894
艺术设计(园林景观艺术设计方向);6390
影视广告（摄影摄像技术方向）;8564
会计（中外合作办学）;2175
旅游管理    ;4312
工业工程类（管理学）;3086
轮机工程技术（电子船员）  ;1431
装饰艺术设计（动漫方向）;4788
材料科学与工程（高分子材料方向）;8151
美术学（油画）;6481
计算机应用技术 ;3338
食药用菌;2977
表演艺术（歌舞方向）;8973
软件技术（网站开发方向）;7940
律师实务方向;8126
日语（商务日语方向）;3733
临床医学（5年制）;9689
视觉传达设计（品牌设计方向）;8145
英语教育（家庭教育指导师方向）;2057
公安信息安全方向;4096
食品科学与工程类 ;3084
机械电子工程(本科);4170
中外合作项目{会计学（国际会计）班};585
人力资源管理(人力资源管理方向);7926
工商管理（外向型人才实验班）;7144
农业机械制造与装配（国家级示范专业）;3198
英语（师范方向）;6585
工程力学国防生;4631
新闻学（广告策划方向）;8321
冶金技术(炼铁方向、炼钢及铁合金方向);8363
电气工程及其自动化（大珩精英实验班）;3067
集成电路设计;424
行政执行（行政执法方向）;841
软件质量管理与测试;1107
财务管理（金融理财方向）;7719
国际经济与贸易专业（文理兼招）;8873
电力工程;5446
数学教育（师范）;4465
室内检测与控制技术;7079
计算机与网络技术;5001
三年制卫生信息管理专业 ;529
汉语言文学(文化产业)(专科起点);1102
动物遗传育种与繁殖学;2980
社区康复;858
计算机信息管理(海关管理方向);8518
教育技术学专业（媒体制作与传播）;3545
生物医药;5853
飞机控制设备与仪表;6920
电气工程及自动化(供配电方向);9559
物联网应用专业;6511
工业分析与检验(食品营养与检测方向);5787
软件工程(数据库方向);6085
初等教育（英语）;6212
艺术设计(室内设计方向);6490
中医学（中医方向）;3638
电子商务(网络营销方向);3495
中国少数民族语言文学（彝汉翻译）;8803
音乐学(师范);3957
土木工程（房屋建筑方向）;5529
康复治疗技术（老年管理与服务方向）;3630
建筑学;170
装潢艺术设计(艺术类);2785
葡萄牙语（Português）;8373
广告学（广告传播）;6602
汉语言文学教育;2188
影视动画（动漫设计方向）;3331
生态学;66
精细化学品生产技术专业;4298
英语笔译（订单培养）;943
维泰博大学;3873
广告学;84
科学与工程计算系;58
给排水科学与工程（市政工程）;6334
染整技术/国际经济与贸易(双专科);4365
测控技术与仪器专业（理科）【国家级特色专业】;8895
应用日语（电子商务）;4422
汉语言文学（文秘）  ;8626
散打;2166
光信息科学与技术;198
传播学专业（时尚文化与传播方向）;664
教育學士學位英文;9726
机械工程及自动化（模具设计与制造）;2647
农产品贮运与加工教育;2986
音乐表演（声乐）;5634
市场营销 （含电力市场营销方向）;6194
　财务管理（包括CIMA方向）;8354
地理科学类（中外合作办学）;2427
计算机应用技术（信息技术教育）;9611
金融与证券（商业银行班）;879
建筑材料供应与管理;9066
林学类（成栋实验班）;3044
土木工程(机场工程);8599
计算机科学与技术(Android应用) ;8767
材料成型及控制工程;229
会计学＋软件工程;2630
国际经济与贸易(金融方向);3129
软件工程（动画方向）;4486
康复治疗学（本科）;1586
经济信息管理(资产评估与管理方向);8507
交通信息与控制工程;3052
蒙古语;2289
电子信息工程技术专业;862
电脑艺术设计 ;834
应用韩语专业(商务方向);2846
计算机应用技术（数字媒体技术） ;4256
艺术设计（广告设计方向）;2551
企业资源计划管理（企业信息化方向）;8143
临床医学;12
食品加工技术(食品生产与管理方向);2463
工商管理（旅游与酒店管理方向）;7566
生物医学工程（本硕连读）本科;7325
视觉传达艺术设计（广告、包装、印刷设计）;8660
外贸日语;940
艺术设计（专升本）;6006
护理学;13
酒店服务与管理;5820
财经学;9215
（专科）管理学院专业介绍;8553
土木工程;162
物理;2169
初等教育、艺术设计（舞蹈编导）（二年、三年制）;7824
机械工程（机械设计）;3692
四年制本科假肢矫形工程专业 ;548
经济管理（文理兼收）;5078
英语教育（幼教英语方向）（660203）;5321
基础医学基地班;3116
环境艺术设计（装饰艺术设计方向）;4474
矿山测量;6308
应用英语（实用翻译）（专科）;9596
人文教育;1631
公共事业管理（应急管理方向）;1534
商务英语(专科);1625
工程兵指挥;7096
生物制剂;8208
电力工程及自动化;5363
环境艺术设计（城市园林设计方向）;1995
军队审计;6867
法学（法律新闻方向）;6387
建筑工程管理(工程项目管理) ;4189
生物科学（理科实验班）;3095
针灸推拿学;314
综合艺术;4582
城市轨道交通工程技术（通信信号）;3588
会计学（合作培养）;4648
建筑工程监理（原建筑施工与监理）;3470
焊接技术及自动化  ;1707
软件外包服务(校企合作);5697
核技术与安全;9508
地理信息科学专业;497
建筑工程技术专业(工业与民用建筑方向);1591
应用德语：;5222
媒体艺术;8189
矿山地质;8465
公共管理;29
计算机网络技术（网络系统集成方向）;1833
旅游管理（外向型人才实验班）;7175
园艺教育;2141
计算机数字媒体;6743
数控技术（国家级重点专业）;3196
总图设计与工业运输;9446
数控技术(两年制);9474
空间工程;4437
临床工程技术(中日合作医疗电子工程);3763
财务管理（公司理财方向）;7854
公共事业管理专业（卫生事业管理方向）;2163
经济林培育与利用;9386
动物生产类 （教改试点专业）（学制4年））;2366
文秘（含办公自动化）;8975
船舶与海洋工程（中俄合作）;4574
日语(应用日语)(专科起点);1096
动画 （影视技术方向）;8785
机电一体化专业;5707
植物生产类（中外）;4819
兽医;1716
汽车服务工程（技术服务与营销方向）;7912
环境工程技术 ;9697
药品质量检测;5852
日语、 日语(国际商务);5593
临床医学（定向就业计划）;4577
软件工程（软件服务外包方向）;2865
历史学基础;356
弹药工程与发射工程;3930
旅游英语(文化教育大类);6297
文秘（涉外秘书方向）;6647
财务管理(金融);7706
软件技术（软件测试）;2896
法学（法律文秘）;4089
材料工程技术专业;8596
地球信息科学与技术;72
电脑艺术设计（室内方向）;5750
商务英语专业;669
装饰艺术设计（室内设计方向;8469
环境设计（环境设计）;6862
涉外文秘;5295
数字媒体技术专业;6512
电子科学与技术;150
医药连锁经营管理;1667
自动化专业（动力装置控制学科方向）;9428
旅游管理（国际导游）;9334
工程地质勘查;6817
绘画专业;3680
护理学（助产）本科;7344
影视动画;801
计算机辅助设计与制造(模具方向);7036
市场营销（中英合作双学历）（BTEC商务与财务管理方向）;7572
影视动画设计;3463
雕刻艺术与家具设计;2248
应用电子技术（三年制）;1333
国际商务系;5314
英语（英美文化）;1317
旅游产品设计;8939
电子科学;4523
航空服务管理 （航空预科）;7101
国际经济与贸易（3+1.5）;7589
音乐;1516
生物技术及应用（三年制）;1347
英语（英语语言文学方向）;9549
环境监测与治理技术（城市环境监测与评价;4393
管理工程系;5374
英语（英语翻译）本科 ;7353
移动互联网应用技术;8283
初等教育（中文与社会）;6211
英语教育(师范);7979
中药制药技术专业;3481
计算机辅助设计与制造-模具方向;5293
音乐表演（航空乘务）（专科）;9585
学前教育（科技工艺教育） ;871
机械设计制作及其自动化;4555
摄 影  ;3610
数控应用技术;4593
文秘（文理兼收）;5094
一应用化学;6433
城镇建设;8676
生产过程自动化技术(测控仪器与仪表方向)(国家骨干校重点建设专业、自治区级品牌专业);2491
软件技术(中央财政支持的重点专业);3380
艺术设计（动画方向）;6519
ACCA英国金融与会计本科;3902
旅游管理与服务教育;1513
模具设计与制造：（580106）;5347
工程管理;124
电子信息工程技术专业（移动互联通信技术方;6759
市场营销（服装营销）;3606
机械类（中外合作办学）（机械工程）;2640
电子信息科学类国防生;4630
环保设备工程;2129
计算机应用技术（文理兼招）;3213
数学类(韶峰班);6876
工商管理（人力资源管理方向）;6386
会计学（中德项目）;5543
日语专业(商务日语);4509
软件技术(苹果手机开发方向);8523
测控技术及仪器;9429
经济管理试验班;197
工程管理(项目管理与造价管理方向);9564
计算机科学与技术（ORACLE数据库技术工程师订单培养）;3147
电子信息科学类（中外合作办学）;2302
商务英语（涉外经贸）;886
软件技术（软件系统集成方向）;1834
工商企业管理（中英合作办学）;4811
初等教育（师范）（专科） ;7453
新闻采编与制作（新闻网络传播方向）;6664
材料成型及控制工程(材料加工);4438
新能源科学与工程;262
心理学（师范类）;6342
执业兽医师;3489
物理学类(中外合作办学);2433
工商管理（国际企业管理方向）;3716
舞台美术设计;6986
版画,水彩;2778
材料科学类（中外）;3567
数字媒体艺术（数字媒介）;3609
通信系统运行管理（通信工程设计与监理方向;1837
高分子材料与工程;151
酒店管理（本科，文理兼收）;8448
法学（金融法）（本科）;7451
越南语专业（非师范，文理兼招）;9295
法学（房地产法律实务）;6851
水利工程;1646
汽车电子技术（电动汽车方向）;3451
物流管理（冷链物流）;6597
市场营销（广告与传播方向）;1906
动漫设计与制作 ;7863
法律文秘（省级特色专业）;4715
汽车运用技术（商务与保险）;3449
蜂学;4821
公路监理;1387
生物资源科学;4530
思想政治教育（卓越教师实验班）（本科）;7450
计算机科学与技术（金融信息技术方向）;3718
园艺;283
影视编导;9602
机械设计制造及其自动化（现代装备与控制工程）;3600
商务英语本科;7351
纺织品设计专业;5746
现代教育技术（２年制）;2444
食品药品监督管理;3492
建筑工程技术（工程造价与招投标）;7903
医学检验仪器管理与维护;3760
体育服务与管理（高尔夫方向）;6279
广告学（广告设计与策划方向）;7534
信息工程（含国防生20人）;7166
 广播电视编导;8632
文秘(政务文秘方向);7027
计算机网络技术（电子商务方向）;7944
体育教育（瑜伽艺术方向）（中外合作办学）;6224
家政组织与管理;5019
电气工程及其自动化 ;2037
秘书学（师范类）;6349
烹饪与营养教育;1512
市场营销（商务策划与管理）;7288
计算机应用技术(Java技术应用方向)（;6078
城镇规划（城市交通规划方向）;1849
会计学专业（会计实务与管理方向）;2094
电子信息工程技术  ;1698
软件技术(软件服务外包、移动互联网方向);3353
景区开发与管理;1508
思想政治教育(师范);8390
数学与应用数学创新班（本硕、本博连读）;7167
建筑工程系（建筑工程专业（工程测量方向）;826
农业经济管理(农业生产资料经营管理方向);3516
萨克逊大学;3863
城市水净化技术;4707
职业经理人方向班;3881
包装技术与设计 ;7618
食品营养与检测（理科）;4873
园林专业（本科）;6139
社会工作专业（社会养老服务与管理方向）;9207
电子商务(互联网物流方向);8499
英语(师范类);7098
自动化专业;2615
旅游管理（国际旅游管理）;8230
计算机网络技术;692
PHP专业介绍;1022
森林工程;3042
戏剧影视导演;8847
财务管理 专科;9462
核技术;3525
临床医学（本）;8943
环境艺术设计专业（公共空间设计）;7776
文秘（原涉外文秘）;5119
自动化（汽车电子工程）[中美合作];3595
金融学（国际金融）;575
电气工程与自动化（高电压技术方向）;3069
旅游管理(财会方向);6270
金融管理与实物;2721
旅游管理（民航服务方向）;7054
计算机应用技术（文秘与办公自动化方向）;9034
机械电子（机电一体化方向）;7573
工商企业管理（生产与质量管理方向）;6978
会计学（英语）专业;3557
葡萄与葡萄酒工程;279
资源勘查工程（石油与天然气）;9422
文物与博物馆学（历史学院）;1153
卫生检验与检疫技术 ;9032
汉语言文学专业（中国语言与文学、文员文秘、文化传媒方向）;7205
电子商务（商务网站开发与运营）;6670
临床医学（本科）;1579
文秘（金融保险方向）教学计划;7012
会计与审计（中马合作办学）;9694
数控技术（数控技术及应用方向）;3284
法学专业;496
汽车服务与营销;7996
食品药品监督管理（食品监管）;3764
网络施工与管理;3289
计算机科学与技术(国防生,限招男生);7358
日语语言文学;5846
广播电视技术（数字电视方向）;8994
医学影像学专业;2673
英语（软件方向）;2874
旅游管理（邮轮经济）;3602
文化产业管理 (传媒管理方向)  ;8781
信息管理与信息系统(医学信息方向);4661
禁毒学;2730
服装设计（艺术类）;9156
建筑学（学制五年）;5510
国际经济与贸易（国际贸易实务方向）;7923
资源循环科学与工程专业;5461
产品造型设计（玩具设计与制作）;1907
英语专业(涉外文秘);4508
艺术设计（广告设计与装潢方向）;6673
英语（现当代英语语言文学）;7415
信息与计算科学 (信息安全方向);7236
汽车检测与维修技术（汽车电子技术）;7765
财务管理（专科）;6388
生物制药技术 文;5812
建筑工程技术（路桥方向）;6056
应用艺术设计(环境设计);3844
文秘（广播电视传媒）;7897
经济统计学（二批）;5616
种子生产与经营;1715
　输变电工程技术;4706
材料成型及控制工程（金属材料成型及控制）;7152
国际经济与贸易（卓越人才教育培养计划）;9321
工程机械控制技术;1853
金融学类（中外合作办学）（金融学）;518
软件技术(移动互联网应用软件开发方向) ;3386
　　信用管理专业（四年制本科）;9654
